data;restaurante;tipo;subcategoria;valor;cnpj_fornecedor;descricao
02/10/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;1421.7;21246584000150;Serviço de manutenção de equipamentos
03/12/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;140.85;33000167000101;Serviço de manutenção de equipamentos
21/04/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;384.54;60746948000112;Compra de despesa com insumos
23/12/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;229.59;61190096000180;Serviço de manutenção de cozinha
14/08/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;729.08;21246584000150;Serviço de manutenção de equipamentos
25/11/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;446.37;33000167000101;Conta de luz referente a abril
26/11/2023;Restaurante Veggie Life;despesa;Manutenção de Cozinha;957.4;2558157000162;Serviço de manutenção de cozinha
21/12/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;783.27;33592510000154;Serviço de manutenção de fornos
25/03/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;823.7;2558157000162;Pagamento de campanha de Google Ads
19/08/2023;Restaurante Veggie Life;despesa;Despesa com Hortaliças;457.47;60746948000112;Compra de despesa com hortaliças
17/02/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;906.41;33000167000101;Pagamento de campanha de Instagram
16/08/2023;Sorveteria Tropical;despesa;Despesa com Marketing;557.17;33050067000179;Pagamento de campanha de Instagram
24/02/2025;Sorveteria Tropical;despesa;Manutenção de Equipamentos;555.58;33592510000154;Serviço de manutenção de equipamentos
20/10/2023;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1376.79;2558157000162;Conta de luz referente a janeiro
29/11/2023;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;347.84;61190096000180;Conta de luz referente a dezembro
19/07/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1349.87;02558157000162;Serviço de manutenção de fornos
16/06/2025;Pizzaria Massa Fina;despesa;Despesa com Insumos;1470.64;61190096000180;Compra de despesa com insumos
10/14/2023;Pizzaria Massa Fina;despesa;Despesa com Insumos;486.17;2558157000162;Compra de despesa com insumos
20/04/2025;Pizzaria Massa Fina;despesa;Manutenção de Fornos;212.9;33592510000154;Serviço de manutenção de fornos
19/12/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;357.1;21246584000150;Pagamento de campanha de Instagram
30/10/2023;Pizzaria Massa Fina;despesa;Despesa com Marketing;120.67;21246584000150;Pagamento de campanha de Google Ads
04/05/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1410.15;2558157000162;Compra de despesa com hortaliças
29/12/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;576.36;60746948000112;Pagamento de campanha de Google Ads
26/04/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;807.57;60746948000112;Serviço de manutenção de fornos
18/01/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;771.23;33050067000179;Conta de luz referente a maio
11/04/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;1136.31;2558157000162;Pagamento de campanha de Google Ads
30/07/2025;Pizzaria Massa Fina;despesa;Despesa com Marketing;214.89;33592510000154;Pagamento de campanha de Instagram
04/10/2023;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;649.17;21246584000150;Conta de luz referente a janeiro
28/07/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1258.05;21246584000150;Conta de luz referente a março
24/07/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1320.25;33000167000101;Serviço de manutenção de equipamentos
23/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;35.16;33050067000179;Conta de luz referente a junho
07/12/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1081.01;2558157000162;Conta de luz referente a fevereiro
07/05/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;137.96;2558157000162;Serviço de manutenção de equipamentos
04/10/2023;Sorveteria Tropical;despesa;Despesa com Marketing;1464.2;21246584000150;Pagamento de campanha de Facebook Ads
03/11/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;504.01;33000167000101;Serviço de manutenção de equipamentos
20/01/2025;Pizzaria Massa Fina;despesa;Manutenção de Fornos;220.23;61190096000180;Serviço de manutenção de fornos
01/06/2024;Sorveteria Tropical;despesa;Despesa com Marketing;248.42;33000167000101;Pagamento de campanha de Instagram
07/05/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1263.88;60746948000112;Conta de luz referente a dezembro
09/11/2023;Pizzaria Massa Fina;despesa;Despesa com Marketing;849.89;61190096000180;Pagamento de campanha de Google Ads
04/01/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;685.08;21246584000150;Serviço de manutenção de equipamentos
28/11/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;79.89;2558157000162;Conta de luz referente a dezembro
13/03/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;716.96;61190096000180;Serviço de manutenção de fornos
30/10/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;849.82;33592510000154;Conta de luz referente a agosto
12/07/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;889.66;21246584000150;Pagamento de campanha de Google Ads
18/09/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;587.64;61190096000180;Pagamento de campanha de Facebook Ads
19/12/2023;Sorveteria Tropical;despesa;Despesa com Marketing;1389.88;61190096000180;Pagamento de campanha de Google Ads
24/10/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;1283.61;60746948000112;Compra de despesa com insumos
30/05/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;1470.46;21246584000150;Pagamento de campanha de Google Ads
21/12/2023;Pizzaria Massa Fina;despesa;Despesa com Insumos;1474.76;33592510000154;Compra de despesa com insumos
05/11/2023;Churrascaria Boi Feliz;despesa;Despesa com Carnes;766.78;2558157000162;Compra de despesa com carnes
31/01/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1120.43;33050067000179;Serviço de manutenção de fornos
08/12/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;376.86;60746948000112;Serviço de manutenção de cozinha
03/02/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;187.16;33000167000101;Conta de luz referente a agosto
11/05/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;980.29;60746948000112;Conta de luz referente a junho
02/10/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;654.24;33592510000154;Serviço de manutenção de fornos
05/06/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;1119.14;33000167000101;Pagamento de campanha de Instagram
21/11/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1123.91;2558157000162;Compra de despesa com carnes
06/26/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;327.45;33050067000179;Serviço de manutenção de equipamentos
30/08/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;413.24;33050067000179;Conta de luz referente a outubro
02/09/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;1031.25;2558157000162;Serviço de manutenção de cozinha
16/07/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;1088.74;60746948000112;Compra de despesa com insumos
03/04/2025;Sorveteria Tropical;despesa;Despesa com Insumos;149.47;33592510000154;Compra de despesa com insumos
14/01/2024;Sorveteria Tropical;despesa;Despesa com Insumos;593.43;33050067000179;Compra de despesa com insumos
23/10/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1381.48;2558157000162;Conta de luz referente a dezembro
03/12/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;1394.88;61190096000180;Pagamento de campanha de Instagram
23/04/2025;Sorveteria Tropical;despesa;Despesa com Insumos;994.63;33000167000101;Compra de despesa com insumos
28/06/2025;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;835.21;2558157000162;Conta de luz referente a julho
25/05/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1103.5;2558157000162;Conta de luz referente a junho
09/10/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;1223.84;60746948000112;Pagamento de campanha de Facebook Ads
06/03/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;844.74;33000167000101;Serviço de manutenção de cozinha
09/10/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1306.59;2558157000162;Conta de luz referente a fevereiro
11/12/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;994.8;2558157000162;Pagamento de campanha de Instagram
26/08/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;1261.72;33592510000154;Conta de luz referente a maio
05/07/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;305.48;02558157000162;Conta de luz referente a agosto
03/05/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;644.27;33050067000179;Pagamento de campanha de Google Ads
05/12/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;1321.68;02558157000162;Serviço de manutenção de cozinha
24/08/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1259.02;60746948000112;Conta de luz referente a julho
01/12/2023;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1468.36;33592510000154;Conta de luz referente a dezembro
11/06/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1394.75;33050067000179;Conta de luz referente a novembro
06/06/2024;Sorveteria Tropical;despesa;Despesa com Marketing;786.88;2558157000162;Pagamento de campanha de Facebook Ads
25/05/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;1189.35;61190096000180;Pagamento de campanha de Instagram
15/04/2025;Pizzaria Massa Fina;despesa;Despesa com Marketing;927.21;33050067000179;Pagamento de campanha de Google Ads
17/10/2023;Sorveteria Tropical;despesa;Despesa com Marketing;60.36;33000167000101;Pagamento de campanha de Instagram
18/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Marketing;655.56;33050067000179;Pagamento de campanha de Instagram
02/03/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1430.32;33592510000154;Compra de despesa com hortaliças
25/11/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;251.45;2558157000162;Conta de luz referente a junho
11/11/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;513.02;33592510000154;Pagamento de campanha de Facebook Ads
01/03/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;125.05;33592510000154;Compra de despesa com hortaliças
23/08/2023;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;631.25;21246584000150;Conta de luz referente a janeiro
28/04/2024;Restaurante Veggie Life;despesa;Despesa com Hortaliças;278.34;2558157000162;Compra de despesa com hortaliças
10/09/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;284.59;2558157000162;Serviço de manutenção de cozinha
26/07/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1098.61;33050067000179;Serviço de manutenção de fornos
16/12/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;776.76;60746948000112;Conta de luz referente a março
09/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1105.72;33592510000154;Conta de luz referente a novembro
07/01/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;777.37;21246584000150;Conta de luz referente a agosto
14/03/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;227.3;21246584000150;Pagamento de campanha de Facebook Ads
23/11/2023;Sorveteria Tropical;despesa;Despesa com Insumos;273.04;61190096000180;Compra de despesa com insumos
23/04/2025;Sorveteria Tropical;despesa;Despesa com Marketing;1151.8;33592510000154;Pagamento de campanha de Instagram
20/01/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;283.84;33050067000179;Serviço de manutenção de equipamentos
17/11/2023;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;420.92;33592510000154;Conta de luz referente a fevereiro
30/10/2023;Sorveteria Tropical;despesa;Despesa com Marketing;847.46;33000167000101;Pagamento de campanha de Google Ads
04/03/2025;Sorveteria Tropical;Despza;Manutenção de Equipamentos;558.59;33000167000101;Serviço de manutenção de equipamentos
19/03/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;565.13;61190096000180;Conta de luz referente a janeiro
01/10/2024;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1255.38;61190096000180;Serviço de manutenção de equipamentos
27/09/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1173.96;33050067000179;Serviço de manutenção de fornos
31/12/2024;Restaurante Veggie Life;despesa;Despesa com Hortaliças;616.33;33000167000101;Compra de despesa com hortaliças
26/01/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;883.95;33592510000154;Serviço de manutenção de cozinha
19/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1159.78;02558157000162;Compra de despesa com carnes
18/08/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;484.23;33050067000179;Pagamento de campanha de Google Ads
08/03/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;261.66;2558157000162;Compra de despesa com carnes
30/11/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;470.72;33000167000101;Conta de luz referente a agosto
30/09/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;1492.45;21246584000150;Serviço de manutenção de fornos
19/10/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;816.19;33592510000154;Pagamento de campanha de Instagram
29/05/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;893.49;61190096000180;Compra de despesa com insumos
01/07/2024;Sorveteria Tropical;despesa;Despesa com Marketing;1017.54;61190096000180;Pagamento de campanha de Google Ads
26/03/2025;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;838.8;33000167000101;Conta de luz referente a julho
12/11/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;1083.46;33050067000179;Pagamento de campanha de Instagram
04/08/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;482.41;60746948000112;Conta de luz referente a fevereiro
20/03/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;1129.54;60746948000112;Pagamento de campanha de Instagram
08/10/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;1174.7;33000167000101;Pagamento de campanha de Google Ads
13/05/2025;Pizzaria Massa Fina;despesa;Despesa com Marketing;830.21;33592510000154;Pagamento de campanha de Instagram
03/08/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;1492.79;61190096000180;Pagamento de campanha de Facebook Ads
06/03/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;581.49;33050067000179;Serviço de manutenção de fornos
18/01/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;974.7;61190096000180;Serviço de manutenção de fornos
13/08/2023;Churrascaria Boi Feliz;despesa;Despesa com Marketing;954.86;60746948000112;Pagamento de campanha de Google Ads
27/06/2024;Sorveteria Tropical;despesa;Despesa com Marketing;819.06;2558157000162;Pagamento de campanha de Facebook Ads
23/04/2025;Pizzaria Massa Fina;despesa;Manutenção de Fornos;641.12;21246584000150;Serviço de manutenção de fornos
06/10/2023;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;601.5;33050067000179;Conta de luz referente a agosto
28/06/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;117.98;60746948000112;Serviço de manutenção de cozinha
04/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1066.06;33592510000154;Conta de luz referente a novembro
01/06/2024;Restaurante Veggie Life;Despza;Despesa com Hortaliças;1290.27;61190096000180;Compra de despesa com hortaliças
04/09/2024;Sorveteria Tropical;despesa;Despesa com Marketing;422.4;60746948000112;Pagamento de campanha de Facebook Ads
21/02/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;1339.41;60746948000112;Conta de luz referente a dezembro
01/10/2023;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;806.73;2558157000162;Conta de luz referente a agosto
16/11/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1244.01;33592510000154;Conta de luz referente a abril
11/09/2023;Restaurante Veggie Life;despesa;Despesa com Marketing;1422.97;2558157000162;Pagamento de campanha de Facebook Ads
17/06/2024;Pizzaria Massa Fina;despesa;Manutenção de Fornos;581.2;61190096000180;Serviço de manutenção de fornos
19/12/2024;Sorveteria Tropical;Despza;Despesa com Insumos;405.44;21246584000150;Compra de despesa com insumos
07/05/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1440.51;61190096000180;Compra de despesa com carnes
01/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;908.72;60746948000112;Pagamento de campanha de Facebook Ads
28/02/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1383.45;61190096000180;Compra de despesa com carnes
27/09/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;663.39;2558157000162;Serviço de manutenção de fornos
01/11/2024;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1320.06;60746948000112;Compra de despesa com hortaliças
12/27/2023;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;218.53;33592510000154;Serviço de manutenção de equipamentos
22/05/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;301.82;2558157000162;Pagamento de campanha de Facebook Ads
13/09/2023;Sorveteria Tropical;despesa;Despesa com Marketing;1206.28;33050067000179;Pagamento de campanha de Google Ads
15/02/2024;Sorveteria Tropical;despesa;Manutenção de Equipamentos;72.18;21246584000150;Serviço de manutenção de equipamentos
02/07/2024;Churrascaria Boi Feliz;despesa;Despesa com Carnes;425.3;61190096000180;Compra de despesa com carnes
11/01/2024;Pizzaria Massa Fina;despesa;Despesa com Insumos;310.13;21246584000150;Compra de despesa com insumos
14/10/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;535.63;2558157000162;Pagamento de campanha de Facebook Ads
26/06/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;1203.24;33592510000154;Conta de luz referente a outubro
27/01/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;295.9;02558157000162;Conta de luz referente a outubro
11/05/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;124.26;2558157000162;Pagamento de campanha de Facebook Ads
17/05/2024;Restaurante Veggie Life;despesa;Manutenção de Cozinha;1040.41;33050067000179;Serviço de manutenção de cozinha
05/05/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;110.72;33000167000101;Pagamento de campanha de Google Ads
03/01/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;902.9;33050067000179;Conta de luz referente a setembro
13/08/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;158.49;33050067000179;Serviço de manutenção de fornos
12/05/2024;Pizzaria Massa Fina;despesa;Despesa com Energia Elétrica;974.16;02558157000162;Conta de luz referente a dezembro
07/10/2023;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1312.82;33000167000101;Conta de luz referente a novembro
24/05/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;880.53;60746948000112;Compra de despesa com hortaliças
31/01/2025;Restaurante Veggie Life;despesa;Despesa com Marketing;1000.00;33050067000179;Pagamento de campanha de Instagram
14/03/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;1376.04;33000167000101;Pagamento de campanha de Google Ads
20/01/2025;Sorveteria Tropical;despesa;Despesa com Marketing;182.03;21246584000150;Pagamento de campanha de Facebook Ads
02/10/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1446.03;33000167000101;Conta de luz referente a junho
10/09/2024;Sorveteria Tropical;despesa;Despesa com Insumos;735.39;61190096000180;Compra de despesa com insumos
03/06/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;713.61;2558157000162;Pagamento de campanha de Google Ads
16/04/2024;Restaurante Veggie Life;despesa;Despesa com Energia Elétrica;596.43;33050067000179;Conta de luz referente a março
24/12/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;488.83;2558157000162;Pagamento de campanha de Facebook Ads
08/01/2024;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1042.62;21246584000150;Compra de despesa com hortaliças
19/12/2024;Sorveteria Tropical;despesa;Despesa com Insumos;148.19;21246584000150;Compra de despesa com insumos
06/02/2025;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1176.72;33000167000101;Conta de luz referente a maio
15/12/2023;Pizzaria Massa Fina;despesa;Manutenção de Fornos;467.03;21246584000150;Serviço de manutenção de fornos
31/08/2024;Pizzaria Massa Fina;despesa;Despesa com Marketing;156.04;60746948000112;Pagamento de campanha de Google Ads
04/08/2024;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;862.99;21246584000150;Conta de luz referente a agosto
14/04/2025;Pizzaria Massa Fina;despesa;Despesa com Insumos;167.63;60746948000112;Compra de despesa com insumos
07/01/2025;Restaurante Veggie Life;despesa;Despesa com Hortaliças;1432.66;33592510000154;Compra de despesa com hortaliças
13/11/2024;Sorveteria Tropical;despesa;Despesa com Marketing;761.32;2558157000162;Pagamento de campanha de Instagram
02/02/2024;Churrascaria Boi Feliz;despesa;Despesa com Marketing;743.58;33000167000101;Pagamento de campanha de Google Ads
25/08/2023;Pizzaria Massa Fina;despesa;Despesa com Marketing;265.3;61190096000180;Pagamento de campanha de Facebook Ads
03/01/2025;Churrascaria Boi Feliz;despesa;Despesa com Carnes;1124.22;60746948000112;Compra de despesa com carnes
24/04/2024;Restaurante Veggie Life;despesa;Despesa com Marketing;1260.71;33050067000179;Pagamento de campanha de Facebook Ads
27/04/2025;Churrascaria Boi Feliz;despesa;Manutenção de Equipamentos;1483.23;61190096000180;Serviço de manutenção de equipamentos
03/01/2025;Sorveteria Tropical;despesa;Despesa com Energia Elétrica;1000.00;21246584000150;Conta de luz referente a janeiro
10/09/2024;Churrascaria Boi Feliz;despesa;Despesa com Energia Elétrica;1077.51;21246584000150;Conta de luz referente a setembro
10/05/2025;Pizzaria Massa Fina;despesa;Despesa com Marketing;1037.89;61190096000180;Pagamento de campanha de Google Ads
