data;restaurante;tipo;subcategoria;valor;cnpj_fornecedor;descricao
11/11/2023;Churrascaria Boi Feliz;receita;Venda de Bebidas;535.38;60746948000112;Venda de Bebidas realizada no balcão
27/09/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;1015.19;33592510000154;Receita de Eventos Corporativos contratados
24/06/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;318.65;33050067000179;Venda de Bebidas realizada no balcão
27/03/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1169.39;2558157000162;Receita de Eventos de Alimentação Saudável contratados
01/06/2025;Churrascaria Boi Feliz;receita;Venda de Bebidas;1911.48;21246584000150;Venda de Bebidas realizada no balcão
04/02/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1587.86;60746948000112;Venda de Pizza realizada no balcão
30/05/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;361.91;2558157000162;Venda de Bebidas realizada no balcão
05/10/2023;Pizzaria Massa Fina;receita;Venda de Pizza;1261.49;21246584000150;Venda de Pizza realizada no balcão
07/04/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;208.31;33050067000179;Receita de Publicidade na Sorveteria
03/07/2024;Restaurante Veggie Life;receita;Venda de Salada;826.2;21246584000150;Venda de Salada realizada no balcão
04/07/2024;Sorveteria Tropical;receita;Venda de Sorvete;745.19;33592510000154;Venda de Sorvete realizada no balcão
19/11/2024;Pizzaria Massa Fina;receita;Delivery;1298.84;33000167000101;Delivery efetuada
05/11/2024;Sorveteria Tropical;receita;Venda de Milkshake;639.79;60746948000112;Venda de Milkshake realizada no balcão
09/10/2023;Sorveteria Tropical;receita;Venda de Sorvete;1705.14;33050067000179;Venda de Sorvete realizada no balcão
25/08/2023;Churrascaria Boi Feliz;receita;Venda de Marmitex;288.69;61190096000180;Venda de Marmitex realizada no balcão
15/05/2024;Churrascaria Boi Feliz;receita;Venda de Rodízio;902.53;2558157000162;Venda de Rodízio realizada no balcão
02/05/2025;Pizzaria Massa Fina;receita;Venda de Pizza;1348.72;33050067000179;Venda de Pizza realizada no balcão
01/07/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1864.36;21246584000150;Venda de Sucos Naturais realizada no balcão
14/04/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;958.91;60746948000112;Venda de Sobremesas realizada no balcão
29/03/2024;Sorveteria Tropical;receita;Venda de Milkshake;27.71;2558157000162;Venda de Milkshake realizada no balcão
07/06/2024;Churrascaria Boi Feliz;receita;Venda de Bebidas;380.97;21246584000150;Venda de Bebidas realizada no balcão
10/10/2023;Restaurante Veggie Life;receita;Venda de Salada;1837.76;33000167000101;Venda de Salada realizada no balcão
11/05/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1103.86;33592510000154;Venda de Sobremesas realizada no balcão
15/10/2023;Churrascaria Boi Feliz;receita;Eventos Corporativos;916.61;60746948000112;Receita de Eventos Corporativos contratados
09/01/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1760.81;33050067000179;Venda de Bebidas realizada no balcão
13/08/2023;Restaurante Veggie Life;receita;Venda de Salada;632.25;21246584000150;Venda de Salada realizada no balcão
17/07/2024;Sorveteria Tropical;receita;Venda de Milkshake;969.19;33000167000101;Venda de Milkshake realizada no balcão
16/10/2023;Pizzaria Massa Fina;receita;Venda de Bebidas;1577.07;02558157000162;Venda de Bebidas realizada no balcão
23/11/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;122.09;60746948000112;Venda de Prato Vegetariano realizada no balcão
29/12/2023;Restaurante Veggie Life;receita;Venda de Salada;715.91;61190096000180;Venda de Salada realizada no balcão
14/01/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1476.89;33592510000154;Receita de Eventos de Alimentação Saudável contratados
08/08/2023;Churrascaria Boi Feliz;receita;Venda de Rodízio;461.81;33050067000179;Venda de Rodízio realizada no balcão
15/04/2025;Pizzaria Massa Fina;receita;Venda de Pizza;403.64;21246584000150;Venda de Pizza realizada no balcão
08/10/2024;Sorveteria Tropical;receita;Venda de Sorvete;951.11;33592510000154;Venda de Sorvete realizada no balcão
30/06/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;1249.71;21246584000150;Receita de Eventos Corporativos contratados
27/06/2024;Sorveteria Tropical;receita;Venda de Açaí;918.6;33000167000101;Venda de Açaí realizada no balcão
11/10/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1169.82;21246584000150;Venda de Pizza realizada no balcão
27/01/2024;Pizzaria Massa Fina;receita;Delivery;905.92;2558157000162;Delivery efetuada
07/19/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;92.58;61190096000180;Venda de Sucos Naturais realizada no balcão
19/07/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;228.36;60746948000112;Receita de Publicidade na Sorveteria
16/10/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;1061.3;33000167000101;Venda de Prato Vegetariano realizada no balcão
09/06/2025;Sorveteria Tropical;receita;Venda de Açaí;1296.6;2558157000162;Venda de Açaí realizada no balcão
09/02/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;1397.31;33592510000154;Receita de Eventos Corporativos contratados
17/10/2023;Sorveteria Tropical;receita;Venda de Milkshake;1730.72;33000167000101;Venda de Milkshake realizada no balcão
08/04/2024;Sorveteria Tropical;receita;Venda de Sorvete;1346.41;61190096000180;Venda de Sorvete realizada no balcão
24/09/2023;Churrascaria Boi Feliz;receita;Eventos Corporativos;1632.5;60746948000112;Receita de Eventos Corporativos contratados
16/09/2024;Sorveteria Tropical;receita;Venda de Açaí;989.39;33592510000154;Venda de Açaí realizada no balcão
04/03/2024;Pizzaria Massa Fina;receita;Venda de Pizza;1533.28;33000167000101;Venda de Pizza realizada no balcão
03/12/2023;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1564.96;33050067000179;Venda de Sucos Naturais realizada no balcão
08/02/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;457.32;61190096000180;Receita de Eventos de Alimentação Saudável contratados
29/06/2025;Pizzaria Massa Fina;receita;Venda de Pizza;1278.48;33000167000101;Venda de Pizza realizada no balcão
08/02/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1231.98;33050067000179;Venda de Sucos Naturais realizada no balcão
20/10/2023;Churrascaria Boi Feliz;receita;Venda de Rodízio;104.2;33592510000154;Venda de Rodízio realizada no balcão
30/12/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1518.41;33050067000179;Receita de Eventos de Alimentação Saudável contratados
01/11/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1805.1;61190096000180;Venda de Sobremesas realizada no balcão
14/06/2024;Churrascaria Boi Feliz;Recita;Venda de Bebidas;1310.88;33050067000179;Venda de Bebidas realizada no balcão
04/04/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;1566.05;61190096000180;Receita de Eventos Corporativos contratados
21/05/2024;Sorveteria Tropical;receita;Venda de Açaí;344.26;21246584000150;Venda de Açaí realizada no balcão
12/12/2023;Pizzaria Massa Fina;receita;Delivery;1451.97;2558157000162;Delivery efetuada
28/05/2025;Churrascaria Boi Feliz;receita;Venda de Rodízio;89.3;2558157000162;Venda de Rodízio realizada no balcão
26/06/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1878.85;33592510000154;Venda de Bebidas realizada no balcão
04/12/2024;Sorveteria Tropical;receita;Venda de Açaí;17.52;33000167000101;Venda de Açaí realizada no balcão
24/07/2024;Pizzaria Massa Fina;receita;Venda de Pizza;513.73;33050067000179;Venda de Pizza realizada no balcão
28/07/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;120.28;2558157000162;Receita de Eventos de Alimentação Saudável contratados
15/01/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1016.66;61190096000180;Venda de Sobremesas realizada no balcão
27/09/2024;Sorveteria Tropical;receita;Venda de Milkshake;1026.68;60746948000112;Venda de Milkshake realizada no balcão
26/11/2024;Pizzaria Massa Fina;receita;Venda de Bebidas;1903.82;61190096000180;Venda de Bebidas realizada no balcão
22/10/2023;Sorveteria Tropical;Recita;Venda de Milkshake;228.91;61190096000180;Venda de Milkshake realizada no balcão
26/01/2024;Sorveteria Tropical;receita;Venda de Açaí;1049.58;33000167000101;Venda de Açaí realizada no balcão
01/03/2025;Pizzaria Massa Fina;receita;Venda de Pizza;242.54;60746948000112;Venda de Pizza realizada no balcão
23/03/2025;Churrascaria Boi Feliz;receita;Eventos Corporativos;71.74;21246584000150;Receita de Eventos Corporativos contratados
14/01/2025;Sorveteria Tropical;receita;Venda de Sorvete;1216.68;21246584000150;Venda de Sorvete realizada no balcão
25/11/2023;Churrascaria Boi Feliz;receita;Venda de Marmitex;197.77;61190096000180;Venda de Marmitex realizada no balcão
25/10/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;600.13;21246584000150;Venda de Sobremesas realizada no balcão
05/01/2025;Sorveteria Tropical;receita;Venda de Milkshake;405.95;33050067000179;Venda de Milkshake realizada no balcão
14/02/2024;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;64.64;2558157000162;Venda de Prato Vegetariano realizada no balcão
28/10/2023;Sorveteria Tropical;receita;Venda de Açaí;1697.79;33000167000101;Venda de Açaí realizada no balcão
06/04/2024;Sorveteria Tropical;receita;Venda de Açaí;534.84;21246584000150;Venda de Açaí realizada no balcão
30/03/2025;Restaurante Veggie Life;receita;Venda de Prato Vegetariano;372.66;2558157000162;Venda de Prato Vegetariano realizada no balcão
09/11/2024;Sorveteria Tropical;Recita;Publicidade na Sorveteria;96.37;60746948000112;Receita de Publicidade na Sorveteria
22/11/2023;Pizzaria Massa Fina;receita;Venda de Pizza;1797.06;61190096000180;Venda de Pizza realizada no balcão
04/03/2025;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1052.12;33000167000101;Receita de Eventos de Alimentação Saudável contratados
27/01/2025;Sorveteria Tropical;receita;Venda de Sorvete;417.16;61190096000180;Venda de Sorvete realizada no balcão
03/07/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1403.55;21246584000150;Receita de Eventos de Alimentação Saudável contratados
17/03/2025;Restaurante Veggie Life;receita;Venda de Sucos Naturais;1793.27;33050067000179;Venda de Sucos Naturais realizada no balcão
25/11/2023;Churrascaria Boi Feliz;receita;Venda de Rodízio;54.2;33000167000101;Venda de Rodízio realizada no balcão
05/09/2024;Restaurante Veggie Life;receita;Venda de Salada;1923.39;61190096000180;Venda de Salada realizada no balcão
25/10/2023;Pizzaria Massa Fina;receita;Delivery;1647.95;60746948000112;Delivery efetuada
15/07/2024;Restaurante Veggie Life;receita;Venda de Salada;881.87;61190096000180;Venda de Salada realizada no balcão
13/07/2024;Pizzaria Massa Fina;receita;Venda de Sobremesas;1798.06;21246584000150;Venda de Sobremesas realizada no balcão
01/12/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;955.16;60746948000112;Venda de Marmitex realizada no balcão
31/08/2024;Sorveteria Tropical;receita;Venda de Milkshake;505.16;21246584000150;Venda de Milkshake realizada no balcão
07/07/2025;Sorveteria Tropical;receita;Venda de Milkshake;1147.06;60746948000112;Venda de Milkshake realizada no balcão
14/05/2025;Pizzaria Massa Fina;receita;Venda de Pizza;1366.71;21246584000150;Venda de Pizza realizada no balcão
02/06/2024;Churrascaria Boi Feliz;receita;Eventos Corporativos;488.11;60746948000112;Receita de Eventos Corporativos contratados
13/02/2025;Pizzaria Massa Fina;receita;Delivery;1475.78;60746948000112;Delivery efetuada
26/09/2024;Pizzaria Massa Fina;receita;Venda de Pizza;236.28;2558157000162;Venda de Pizza realizada no balcão
17/10/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;432.69;2558157000162;Receita de Publicidade na Sorveteria
05/10/2024;Restaurante Veggie Life;receita;Venda de Salada;962.43;33592510000154;Venda de Salada realizada no balcão
13/04/2024;Pizzaria Massa Fina;receita;Venda de Pizza;635.75;02558157000162;Venda de Pizza realizada no balcão
15/06/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1025.65;61190096000180;Venda de Bebidas realizada no balcão
01/01/2025;Churrascaria Boi Feliz;receita;Eventos Corporativos;1187.58;21246584000150;Receita de Eventos Corporativos contratados
02/06/2024;Sorveteria Tropical;receita;Publicidade na Sorveteria;225.64;02558157000162;Receita de Publicidade na Sorveteria
02/11/2023;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;1190.61;33000167000101;Receita de Eventos de Alimentação Saudável contratados
11/05/2024;Sorveteria Tropical;receita;Venda de Açaí;923.83;33000167000101;Venda de Açaí realizada no balcão
06/06/2025;Pizzaria Massa Fina;receita;Venda de Bebidas;1685.52;33000167000101;Venda de Bebidas realizada no balcão
24/03/2024;Churrascaria Boi Feliz;receita;Venda de Marmitex;1612.06;21246584000150;Venda de Marmitex realizada no balcão
08/04/2024;Restaurante Veggie Life;receita;Eventos de Alimentação Saudável;730.53;21246584000150;Receita de Eventos de Alimentação Saudável contratados
06/11/2023;Churrascaria Boi Feliz;receita;Eventos Corporativos;1408.46;33592510000154;Receita de Eventos Corporativos contratados
